filename,angle,torque,speed
center/1479424215880976321.png,0.0010389390634089,0.375,23.004431354189265
center/1479424215930775951.png,0.0034906584769487,0.3699250942311378,23.00600709916989
center/1479424215980916687.png,0.0034906584769487,0.3385698392603675,23.00833320617676
center/1479424216030737492.png,0.0052359877154231,0.4911112388690864,23.00516101133462
center/1479424216080827865.png,0.0062335166223721,0.5714427459415169,23.00238221856608
center/1479424216130778849.png,0.0142974665447831,0.7420064609671101,23.015955927049767
center/1479424216180687241.png,0.0238374389064725,0.652961536492988,23.01264602787261
center/1479424216230735818.png,0.0331612564623355,0.5625,23.019007704474987
center/1479424216280736012.png,0.0322000511414914,0.2998174051401331,23.016948178987366
center/1479424216330780633.png,0.0295875485359607,0.1875,23.0335972053952
center/1479424216380799785.png,0.0279252678155899,0.2214892794128928,23.05199740427873
center/1479424216430781730.png,0.0279923641136929,0.5649027079254169,23.07831181393777
center/1479424216480762377.png,0.0332766252061413,0.625,23.101664412847985
center/1479424216530765955.png,0.0366117483363487,0.55818511621934,23.094444274902344
center/1479424216580819669.png,0.0339863207529891,0.2795454545454545,23.10146467035467
center/1479424216630792775.png,0.0331612564623355,0.3722405545749878,23.094260314681065
center/1479424216680854175.png,0.0331612564623355,0.1549403017544757,23.088772692840905
center/1479424216730862316.png,0.0313504080737291,0.0023462638541294,23.075000762939453
center/1479424216780885293.png,0.0270326451581508,0.0291058650203451,23.066539552446937
center/1479424216830915255.png,0.0243953353629545,-0.0625,23.06679256065013
center/1479424216880892024.png,0.0165673534076332,-0.124683086986284,23.083361183445813
center/1479424216930863448.png,0.0069813169538974,0.1250766724170979,23.11946774826941
center/1479424216980850063.png,0.0069813169538974,0.2476692960167874,23.13742212031782
center/1479424217030843881.png,0.0069813169538974,0.5615779631574171,23.166543094514
center/1479424217080912028.png,0.0157079640775918,0.6569665366624606,23.1694450378418
center/1479424217131110240.png,0.0191921367410935,0.5625,23.18329115628088
center/1479424217180921434.png,0.0174532923847436,0.3475308465668913,23.176444777867104
center/1479424217230878765.png,0.0157079640775918,0.375,23.191469509621104
center/1479424217280910319.png,0.0166329277220605,0.4668771614243548,23.174833699683507
center/1479424217330970388.png,0.0191986225545406,0.3783929988988758,23.175150051968263
center/1479424217380972236.png,0.0174532923847436,0.2833337597052917,23.15814853692561
center/1479424217430969417.png,0.0174532923847436,0.2545050801968176,23.14464375760824
center/1479424217480951876.png,0.0174532923847436,0.1689969153542552,23.137839721821184
center/1479424217531074057.png,0.0157079640775918,0.3100194738858383,23.119554187821908
center/1479424217580979521.png,0.0157079640775918,0.1532616327312184,23.104299859653032
center/1479424217630965458.png,0.0139626339077949,0.25,23.11096435770959
center/1479424217680948110.png,0.0157079640775918,0.4026702811091102,23.10865170719636
center/1479424217734361638.png,0.0139626339077949,0.4308304316657279,23.10337039039788
center/1479424217781076117.png,0.0139626339077949,0.2575474203581165,23.098778672660245
center/1479424217831057340.png,0.0139626339077949,0.5665919862541199,23.1027774810791
center/1479424217881013989.png,0.0122173046693205,0.4375,23.11349265589773
center/1479424217931011152.png,0.0106029080073603,0.2359339673253541,23.12972248121783
center/1479424217981167588.png,0.0112164833868398,0.4641607275142412,23.12262992250827
center/1479424218031072919.png,0.0122173046693205,0.3801122489420729,23.10623811082849
center/1479424218081022005.png,0.0097620750856824,0.0233142650803907,23.086017795397304
center/1479424218131058875.png,0.0087266461923718,0.25,23.075814217159422
center/1479424218181091919.png,0.0087266461923718,0.3254829025946623,23.062229442404966
center/1479424218231056575.png,0.0118649670516712,0.5997656767357751,23.06666755676269
center/1479424218281119756.png,0.0198967226554692,0.7124932916778473,23.069444026438383
center/1479424218331349662.png,0.031093686579236,0.75,23.072221755981445
center/1479424218381131164.png,0.0338453962476538,0.7390031059076152,23.077777862548828
center/1479424218431158000.png,0.0333528930909,0.5068624849755773,23.075000762939453
center/1479424218481117250.png,0.0324923773231267,0.3270950344651519,23.070093166204263
center/1479424218531217298.png,0.0281266091967124,0.0216300099624492,23.061431816553807
center/1479424218581217570.png,0.0231122685046431,-0.25,23.056228386230405
center/1479424218631187931.png,0.012656472887694,-0.3514101760401207,23.058332443237305
center/1479424218681141521.png,0.0069813169538974,-0.1416467559348887,23.06490796167912
center/1479424218731231871.png,0.0069813169538974,0.26733618655935,23.074197771065965
center/1479424218781192959.png,0.0117029367670782,0.6065805561601393,23.0732017573597
center/1479424218831165765.png,0.0204233413733702,0.5531785229105036,23.075000762939453
center/1479424218881180254.png,0.0226892810314893,0.5,23.078756207682183
center/1479424218931253244.png,0.0226892810314893,0.2688674703435526,23.095963562348462
center/1479424218981271764.png,0.0191986225545406,0.4404273051230634,23.109433380659404
center/1479424219031211609.png,0.0206625202910981,0.6774220045935945,23.12777709960937
center/1479424219081154953.png,0.023271918881321,0.625,23.13611505604944
center/1479424219131202790.png,0.0244346093386411,0.7393739737535481,23.152306148674285
center/1479424219181246073.png,0.0261799395084381,0.6462574688188756,23.1472225189209
center/1479424219231243131.png,0.0261799395084381,0.5108947150060636,23.14999961853028
center/1479424219281300036.png,0.0261799395084381,0.3327783518965055,23.146246210909258
center/1479424219331302747.png,0.0261799395084381,0.4375,23.15455489424133
center/1479424219381309255.png,0.0261799395084381,0.5822920790182733,23.16666603088379
center/1479424219431282688.png,0.0279252678155899,0.7380587162282828,23.171691543299207
center/1479424219481309700.png,0.0296705979853868,0.625,23.168792928915853
center/1479424219531345305.png,0.0296705979853868,0.8141542827986479,23.171140328526565
center/1479424219581350087.png,0.0331612564623355,0.7123758521204074,23.168608575691824
center/1479424219631327374.png,0.0331612564623355,0.6875,23.17222213745117
center/1479424219681364208.png,0.0336744652476129,0.8125,23.17026163602065
center/1479424219731299498.png,0.0383972451090812,0.7281463161801405,23.1694450378418
center/1479424219781344979.png,0.0383972451090812,0.6520680586547657,23.168657312949524
center/1479424219831397334.png,0.0383972451090812,0.625,23.16171314421451
center/1479424219881387746.png,0.0383972451090812,0.4722270192135492,23.14999961853028
center/1479424219931489503.png,0.0383972451090812,0.4513167300671449,23.14845079451555
center/1479424219981403661.png,0.0361794085941328,0.15365934086941,23.14317059082104
center/1479424220031371306.png,0.0314159281551837,0.0772649247529056,23.16045532240708
center/1479424220082076483.png,0.0279252678155899,0.125,23.173545796346104
center/1479424220131542117.png,0.0279252678155899,0.2353229573229253,23.188888549804688
center/1479424220181493402.png,0.0296705979853868,0.2963839188792255,23.19309974756542
center/1479424220231483220.png,0.0279252678155899,0.093916948408909,23.186809434156544
center/1479424220281430852.png,0.0271039815969364,-0.1544101465410107,23.171568738199408
center/1479424220331478867.png,0.0166060843016466,-0.125,23.17222213745117
center/1479424220381466691.png,0.0079108081813927,-0.2207849530265345,23.17222213745117
center/1479424220431408088.png,0.002220915169528,-0.0226533339258055,23.18257570950808
center/1479424220482160072.png,0.0021677084425739,0.390125341210291,23.197894290836896
center/1479424220531471932.png,0.0065062559995111,0.3635356023287057,23.200000762939453
center/1479424220581417482.png,0.0087266461923718,0.409905931122449,23.205554962158203
center/1479424220631476335.png,0.0087266461923718,0.5711499031780385,23.2130905838931
center/1479424220683315479.png,0.0104719754308462,0.418401312255391,23.202777862548828
center/1479424220731536706.png,0.0104719754308462,0.4195888966971187,23.20833396911621
center/1479424220781546160.png,0.0122173046693205,0.4243680026583508,23.202194360713825
center/1479424220831545500.png,0.0122173046693205,0.2683128604862327,23.209483097454942
center/1479424220881546477.png,0.0118657169598016,0.212229077424717,23.21388816833496
center/1479424220931547203.png,0.0104719754308462,0.1684959570629853,23.22415538358889
center/1479424220981547886.png,0.0087266461923718,0.2620152066960577,23.23162424566342
center/1479424221031555584.png,0.0087266461923718,0.2275561549624581,23.2323363269539
center/1479424221081629093.png,0.0084001710695879,0.25,23.23507173836763
center/1479424221131588304.png,0.0069813169538974,0.3125,23.21843315018505
center/1479424221181583547.png,0.0069813169538974,0.2903054113495128,23.21339507566719
center/1479424221231555810.png,0.0069813169538974,0.1045565383236905,23.207424968760304
center/1479424221281695234.png,0.0069813169538974,0.1765649120344972,23.21388816833496
center/1479424221331664688.png,0.0069813169538974,0.0,23.22224063493712
center/1479424221381654122.png,0.0052359877154231,0.1147137031307927,23.2277774810791
center/1479424221431583431.png,0.0052359877154231,0.0839605545754391,23.225000381469727
center/1479424221481834472.png,0.0049475442585235,0.0,23.22222137451172
center/1479424221531631336.png,0.0034906584769487,0.1875,23.226807733547947
center/1479424221581655547.png,0.0034906584769487,0.143463858115792,23.225821078776416
center/1479424221631767460.png,0.0034906584769487,0.0844233198101653,23.23611068725586
center/1479424221681674117.png,0.0032464034768347,-0.1424934759248836,23.233333587646484
center/1479424221731706724.png,-0.0016014363307216,-0.5798981431750172,23.231558506828875
